"Id"|"CityCode"|"CountryId"|"DescriptionES"|"DescriptionEN"|"DescriptionPT"|"Latitude"|"Longitude"|"ProvinceId"|"IsSearchable"|"IsSearchableBus"|"TimeZone"
23641|AR_6672|232|MACIA|MACIA|MACIA|0.0|0.0|ARE|0|0|
23642|AR_6673|232|MANATIALES|MANATIALES|MANATIALES|0.0|0.0|ARE|0|0|
23643|AR_6674|232|MANDISOVI|MANDISOVI|MANDISOVI|0.0|0.0|ARE|0|0|
23644|AR_6675|232|MANGRULLO|MANGRULLO|MANGRULLO|0.0|0.0|ARE|0|0|
23645|AR_6676|232|MARIA GRANDE|MARIA GRANDE|MARIA GRANDE|0.0|0.0|ARE|0|0|
23646|AR_6677|232|MARIA GRANDE PRIMERA|MARIA GRANDE PRIMERA|MARIA GRANDE PRIMERA|0.0|0.0|ARE|0|0|
23647|AR_6678|232|MARIA GRANDE SEGUNDA SUR|MARIA GRANDE SEGUNDA SUR|MARIA GRANDE SEGUNDA SUR|0.0|0.0|ARE|0|0|
23648|AR_6679|232|MARTINETTI|MARTINETTI|MARTINETTI|0.0|0.0|ARE|0|0|
23649|AR_6680|232|MARTINIANO LEGUIZAMON|MARTINIANO LEGUIZAMON|MARTINIANO LEGUIZAMON|0.0|0.0|ARE|0|0|
23650|AR_6681|232|MAURICIO RIBOLE|MAURICIO RIBOLE|MAURICIO RIBOLE|0.0|0.0|ARE|0|0|
23651|AR_6682|232|MAZARUCA|MAZARUCA|MAZARUCA|0.0|0.0|ARE|0|0|
23652|AR_6683|232|MESA|MESA|MESA|0.0|0.0|ARE|0|0|
23653|AR_6684|232|MIGUEL J PERLIZA|MIGUEL J PERLIZA|MIGUEL J PERLIZA|0.0|0.0|ARE|0|0|
23654|AR_6685|232|MIRA MONTE|MIRA MONTE|MIRA MONTE|0.0|0.0|ARE|0|0|
23655|AR_6686|232|MOJONES NORTE|MOJONES NORTE|MOJONES NORTE|0.0|0.0|ARE|0|0|
23656|AR_6687|232|MOJONES SUD PRIMERO|MOJONES SUD PRIMERO|MOJONES SUD PRIMERO|0.0|0.0|ARE|0|0|
23657|AR_6688|232|MOJONES SUR SEGUNDO|MOJONES SUR SEGUNDO|MOJONES SUR SEGUNDO|0.0|0.0|ARE|0|0|
23658|AR_6689|232|MOLINO BOB|MOLINO BOB|MOLINO BOB|0.0|0.0|ARE|0|0|
23659|AR_6690|232|MOLINO DOLL|MOLINO DOLL|MOLINO DOLL|0.0|0.0|ARE|0|0|
23660|AR_6691|232|MONTE CHICO|MONTE CHICO|MONTE CHICO|0.0|0.0|ARE|0|0|
23661|AR_6692|232|MONTE VERDE|MONTE VERDE|MONTE VERDE|0.0|0.0|ARE|0|0|
23662|AR_6693|232|MONTIEL|MONTIEL|MONTIEL|0.0|0.0|ARE|0|0|
23663|AR_6694|232|MONTOYA|MONTOYA|MONTOYA|0.0|0.0|ARE|0|0|
23664|AR_6695|232|MONTOYA VICTORIA|MONTOYA VICTORIA|MONTOYA VICTORIA|0.0|0.0|ARE|0|0|
23665|AR_6696|232|NICOLAS HERRERA|NICOLAS HERRERA|NICOLAS HERRERA|0.0|0.0|ARE|0|0|
23666|AR_6697|232|NOGOYA|NOGOYA|NOGOYA|0.0|0.0|ARE|0|0|
23667|AR_6698|232|NOVIBUCO PRIMERO|NOVIBUCO PRIMERO|NOVIBUCO PRIMERO|0.0|0.0|ARE|0|0|
23668|AR_6699|232|NUEVA ESCOCIA|NUEVA ESCOCIA|NUEVA ESCOCIA|0.0|0.0|ARE|0|0|
23669|AR_6700|232|NUEVA VIZCAYA|NUEVA VIZCAYA|NUEVA VIZCAYA|0.0|0.0|ARE|0|0|
23670|AR_6701|232|OMBUES|OMBUES|OMBUES|0.0|0.0|ARE|0|0|
23671|AR_6702|232|ORO VERDE|ORO VERDE|ORO VERDE|0.0|0.0|ARE|0|0|
23672|AR_6703|232|OSVALDO MAGNASCO|OSVALDO MAGNASCO|OSVALDO MAGNASCO|0.0|0.0|ARE|0|0|
23673|AR_6704|232|PAJA BRAVA|PAJA BRAVA|PAJA BRAVA|0.0|0.0|ARE|0|0|
23674|AR_6705|232|PALACIO SAN JOSE|PALACIO SAN JOSE|PALACIO SAN JOSE|0.0|0.0|ARE|0|0|
23675|AR_6706|232|PALAVECINO|PALAVECINO|PALAVECINO|0.0|0.0|ARE|0|0|
23676|AR_6707|232|PALMAR YATAY|PALMAR YATAY|PALMAR YATAY|0.0|0.0|ARE|0|0|
23677|AR_6708|232|PALO A PIQUE|PALO A PIQUE|PALO A PIQUE|0.0|0.0|ARE|0|0|
23678|AR_6709|232|PARACAO|PARACAO|PARACAO|0.0|0.0|ARE|0|0|
23679|AR_6710|232|PARADA YUQUERI|PARADA YUQUERI|PARADA YUQUERI|0.0|0.0|ARE|0|0|
23680|AR_6711|232|PARAJE GUAYABO|PARAJE GUAYABO|PARAJE GUAYABO|0.0|0.0|ARE|0|0|
23681|AR_6712|232|PARAJE PALAVEROI|PARAJE PALAVEROI|PARAJE PALAVEROI|0.0|0.0|ARE|0|0|
23682|AR_6713|232|PARANA|PARANA|PARANA|0.0|0.0|ARE|0|0|
23683|AR_6714|232|PARANA BRAVO|PARANA BRAVO|PARANA BRAVO|0.0|0.0|ARE|0|0|
23684|AR_6715|232|PARANACITO|PARANACITO|PARANACITO|0.0|0.0|ARE|0|0|
23685|AR_6716|232|PARANACITO RIO|PARANACITO RIO|PARANACITO RIO|0.0|0.0|ARE|0|0|
23686|AR_6717|232|PARQUE NACIONAL EL PALMAR|PARQUE NACIONAL EL PALMAR|PARQUE NACIONAL EL PALMAR|0.0|0.0|ARE|0|0|
23687|AR_6718|232|PASAJE AL AGUILA RIO|PASAJE AL AGUILA RIO|PASAJE AL AGUILA RIO|0.0|0.0|ARE|0|0|
23688|AR_6719|232|PASAJE TALAVERA|PASAJE TALAVERA|PASAJE TALAVERA|0.0|0.0|ARE|0|0|
23689|AR_6720|232|PASO DE LA ARENA|PASO DE LA ARENA|PASO DE LA ARENA|0.0|0.0|ARE|0|0|
23690|AR_6721|232|PASO DE LA BALZA|PASO DE LA BALZA|PASO DE LA BALZA|0.0|0.0|ARE|0|0|
23691|AR_6722|232|PASO DE LA LAGUNA|PASO DE LA LAGUNA|PASO DE LA LAGUNA|0.0|0.0|ARE|0|0|
23692|AR_6723|232|PASO DE LA LEGUA|PASO DE LA LEGUA|PASO DE LA LEGUA|0.0|0.0|ARE|0|0|
23693|AR_6724|232|PASO DEL ABRA|PASO DEL ABRA|PASO DEL ABRA|0.0|0.0|ARE|0|0|
23694|AR_6725|232|PASO DEL CISNERO|PASO DEL CISNERO|PASO DEL CISNERO|0.0|0.0|ARE|0|0|
23695|AR_6726|232|PASO DEL GALLO|PASO DEL GALLO|PASO DEL GALLO|0.0|0.0|ARE|0|0|
23696|AR_6727|232|PASO DEL MOLINO|PASO DEL MOLINO|PASO DEL MOLINO|0.0|0.0|ARE|0|0|
23697|AR_6728|232|PASO GARIBALDI|PASO GARIBALDI|PASO GARIBALDI|0.0|0.0|ARE|0|0|
23698|AR_6729|232|PASO MARGARINOS|PASO MARGARINOS|PASO MARGARINOS|0.0|0.0|ARE|0|0|
23699|AR_6730|232|PASO MEDINA|PASO MEDINA|PASO MEDINA|0.0|0.0|ARE|0|0|
23700|AR_6731|232|PASO POTRILLO|PASO POTRILLO|PASO POTRILLO|0.0|0.0|ARE|0|0|
23701|AR_6732|232|PASO PUERTO AUGUSTO|PASO PUERTO AUGUSTO|PASO PUERTO AUGUSTO|0.0|0.0|ARE|0|0|
23702|AR_6733|232|PASO SOCIEDAD|PASO SOCIEDAD|PASO SOCIEDAD|0.0|0.0|ARE|0|0|
23703|AR_6734|232|PASO TELEGRAFO|PASO TELEGRAFO|PASO TELEGRAFO|0.0|0.0|ARE|0|0|
23704|AR_6735|232|PASTOR BRITOS|PASTOR BRITOS|PASTOR BRITOS|0.0|0.0|ARE|0|0|
23705|AR_6736|232|PEDERMAR|PEDERMAR|PEDERMAR|0.0|0.0|ARE|0|0|
23706|AR_6737|232|PEDERNAL|PEDERNAL|PEDERNAL|0.0|0.0|ARE|0|0|
23707|AR_6738|232|PEHUAJO NORTE|PEHUAJO NORTE|PEHUAJO NORTE|0.0|0.0|ARE|0|0|
23708|AR_6739|232|PEHUAJO SUD|PEHUAJO SUD|PEHUAJO SUD|0.0|0.0|ARE|0|0|
23709|AR_6740|232|PERDICES|PERDICES|PERDICES|0.0|0.0|ARE|0|0|
23710|AR_6741|232|PERUCHO VERNA|PERUCHO VERNA|PERUCHO VERNA|0.0|0.0|ARE|0|0|
23711|AR_6742|232|PESQUERIA DIAMANTINO|PESQUERIA DIAMANTINO|PESQUERIA DIAMANTINO|0.0|0.0|ARE|0|0|
23712|AR_6743|232|PILOTO AVILA|PILOTO AVILA|PILOTO AVILA|0.0|0.0|ARE|0|0|
23713|AR_6744|232|POS POS|POS POS|POS POS|0.0|0.0|ARE|0|0|
23714|AR_6745|232|PRESIDENTE AVELLANEDA|PRESIDENTE AVELLANEDA|PRESIDENTE AVELLANEDA|0.0|0.0|ARE|0|0|
23715|AR_6746|232|PRIMER CONGRESO|PRIMER CONGRESO|PRIMER CONGRESO|0.0|0.0|ARE|0|0|
23716|AR_6747|232|PRIMER CUARTEL|PRIMER CUARTEL|PRIMER CUARTEL|0.0|0.0|ARE|0|0|
23717|AR_6748|232|PRIMER DISTRITO|PRIMER DISTRITO|PRIMER DISTRITO|0.0|0.0|ARE|0|0|
23718|AR_6749|232|PRONUNCIAMIENTO|PRONUNCIAMIENTO|PRONUNCIAMIENTO|0.0|0.0|ARE|0|0|
23719|AR_6750|232|PUEBLITO NORTE|PUEBLITO NORTE|PUEBLITO NORTE|0.0|0.0|ARE|0|0|
23720|AR_6751|232|PUEBLO BELLOCQ|PUEBLO BELLOCQ|PUEBLO BELLOCQ|0.0|0.0|ARE|0|0|
23721|AR_6752|232|PUEBLO BRUGO|PUEBLO BRUGO|PUEBLO BRUGO|0.0|0.0|ARE|0|0|
23722|AR_6753|232|PUEBLO CAZES|PUEBLO CAZES|PUEBLO CAZES|0.0|0.0|ARE|0|0|
23723|AR_6754|232|PUEBLO COLORADO|PUEBLO COLORADO|PUEBLO COLORADO|0.0|0.0|ARE|0|0|
23724|AR_6755|232|PUEBLO DOMINGUEZ|PUEBLO DOMINGUEZ|PUEBLO DOMINGUEZ|0.0|0.0|ARE|0|0|
23725|AR_6756|232|PUEBLO ELLISON|PUEBLO ELLISON|PUEBLO ELLISON|0.0|0.0|ARE|0|0|
23726|AR_6757|232|PUEBLO FERRE|PUEBLO FERRE|PUEBLO FERRE|0.0|0.0|ARE|0|0|
23727|AR_6758|232|PUEBLO GENERAL BELGRANO|PUEBLO GENERAL BELGRANO|PUEBLO GENERAL BELGRANO|0.0|0.0|ARE|0|0|
23728|AR_6759|232|PUEBLO GENERAL PAZ|PUEBLO GENERAL PAZ|PUEBLO GENERAL PAZ|0.0|0.0|ARE|0|0|
23729|AR_6760|232|PUEBLO LIEBIG S|PUEBLO LIEBIG S|PUEBLO LIEBIG S|0.0|0.0|ARE|0|0|
23730|AR_6761|232|PUEBLO MORENO|PUEBLO MORENO|PUEBLO MORENO|0.0|0.0|ARE|0|0|
23731|AR_6762|232|PUENTE CARMONA|PUENTE CARMONA|PUENTE CARMONA|0.0|0.0|ARE|0|0|
23732|AR_6763|232|PUENTE DE GUALEGUAYCHU|PUENTE DE GUALEGUAYCHU|PUENTE DE GUALEGUAYCHU|0.0|0.0|ARE|0|0|
23733|AR_6764|232|PUENTE DE LAS PENCAS|PUENTE DE LAS PENCAS|PUENTE DE LAS PENCAS|0.0|0.0|ARE|0|0|
23734|AR_6765|232|PUENTE DE LUCAS|PUENTE DE LUCAS|PUENTE DE LUCAS|0.0|0.0|ARE|0|0|
23735|AR_6766|232|PUENTE DEL CHANAR|PUENTE DEL CHANAR|PUENTE DEL CHANAR|0.0|0.0|ARE|0|0|
23736|AR_6767|232|PUENTE DEL DOLL|PUENTE DEL DOLL|PUENTE DEL DOLL|0.0|0.0|ARE|0|0|
23737|AR_6768|232|PUENTE OBISPO|PUENTE OBISPO|PUENTE OBISPO|0.0|0.0|ARE|0|0|
23738|AR_6769|232|PUENTE PARANACITO|PUENTE PARANACITO|PUENTE PARANACITO|0.0|0.0|ARE|0|0|
23739|AR_6770|232|PUENTE PELLEGRINI|PUENTE PELLEGRINI|PUENTE PELLEGRINI|0.0|0.0|ARE|0|0|
23740|AR_6771|232|PUENTE VICTORIA|PUENTE VICTORIA|PUENTE VICTORIA|0.0|0.0|ARE|0|0|
23741|AR_6772|232|PUENTE NANCAY|PUENTE NANCAY|PUENTE NANCAY|0.0|0.0|ARE|0|0|
23742|AR_6773|232|PUERTA DE CRESPO|PUERTA DE CRESPO|PUERTA DE CRESPO|0.0|0.0|ARE|0|0|
23743|AR_6774|232|PUERTO ALGARROBO|PUERTO ALGARROBO|PUERTO ALGARROBO|0.0|0.0|ARE|0|0|
23744|AR_6775|232|PUERTO ALMIRON|PUERTO ALMIRON|PUERTO ALMIRON|0.0|0.0|ARE|0|0|
23745|AR_6776|232|PUERTO BARRILES|PUERTO BARRILES|PUERTO BARRILES|0.0|0.0|ARE|0|0|
23746|AR_6777|232|PUERTO CADENAS|PUERTO CADENAS|PUERTO CADENAS|0.0|0.0|ARE|0|0|
23747|AR_6778|232|PUERTO CAMPINCHUELO|PUERTO CAMPINCHUELO|PUERTO CAMPINCHUELO|0.0|0.0|ARE|0|0|
23748|AR_6779|232|PUERTO COLORADO|PUERTO COLORADO|PUERTO COLORADO|0.0|0.0|ARE|0|0|
23749|AR_6780|232|PUERTO CONSTANZA|PUERTO CONSTANZA|PUERTO CONSTANZA|0.0|0.0|ARE|0|0|
23750|AR_6781|232|PUERTO CURTIEMBRE|PUERTO CURTIEMBRE|PUERTO CURTIEMBRE|0.0|0.0|ARE|0|0|
23751|AR_6782|232|PUERTO DIAMANTE|PUERTO DIAMANTE|PUERTO DIAMANTE|0.0|0.0|ARE|0|0|
23752|AR_6783|232|PUERTO ESQUINA|PUERTO ESQUINA|PUERTO ESQUINA|0.0|0.0|ARE|0|0|
23753|AR_6784|232|PUERTO IBICUY|PUERTO IBICUY|PUERTO IBICUY|0.0|0.0|ARE|0|0|
23754|AR_6785|232|PUERTO LA ESMERALDA|PUERTO LA ESMERALDA|PUERTO LA ESMERALDA|0.0|0.0|ARE|0|0|
23755|AR_6786|232|PUERTO LAS CUEVAS|PUERTO LAS CUEVAS|PUERTO LAS CUEVAS|0.0|0.0|ARE|0|0|
23756|AR_6787|232|PUERTO LOPEZ|PUERTO LOPEZ|PUERTO LOPEZ|0.0|0.0|ARE|0|0|
23757|AR_6788|232|PUERTO MARQUEZ|PUERTO MARQUEZ|PUERTO MARQUEZ|0.0|0.0|ARE|0|0|
23758|AR_6789|232|PUERTO PERAZZO|PUERTO PERAZZO|PUERTO PERAZZO|0.0|0.0|ARE|0|0|
23759|AR_6790|232|PUERTO RUIZ|PUERTO RUIZ|PUERTO RUIZ|0.0|0.0|ARE|0|0|
23760|AR_6791|232|PUERTO SAN JUAN|PUERTO SAN JUAN|PUERTO SAN JUAN|0.0|0.0|ARE|0|0|
23761|AR_6792|232|PUERTO UNZUE|PUERTO UNZUE|PUERTO UNZUE|0.0|0.0|ARE|0|0|
23762|AR_6793|232|PUERTO VIBORAS|PUERTO VIBORAS|PUERTO VIBORAS|0.0|0.0|ARE|0|0|
23763|AR_6794|232|PUERTO VIEJO|PUERTO VIEJO|PUERTO VIEJO|0.0|0.0|ARE|0|0|
23764|AR_6795|232|PUERTO VILLARRUEL|PUERTO VILLARRUEL|PUERTO VILLARRUEL|0.0|0.0|ARE|0|0|
23765|AR_6796|232|PUERTO YERUA|PUERTO YERUA|PUERTO YERUA|0.0|0.0|ARE|0|0|
23766|AR_6797|232|PUERTO YUNQUE|PUERTO YUNQUE|PUERTO YUNQUE|0.0|0.0|ARE|0|0|
23767|AR_6798|232|PUNTAS DE MOREIRA|PUNTAS DE MOREIRA|PUNTAS DE MOREIRA|0.0|0.0|ARE|0|0|
23768|AR_6799|232|PUNTAS DEL GUALEGUAYCHU|PUNTAS DEL GUALEGUAYCHU|PUNTAS DEL GUALEGUAYCHU|0.0|0.0|ARE|0|0|
23769|AR_6800|232|PUNTAS DEL PALMAR|PUNTAS DEL PALMAR|PUNTAS DEL PALMAR|0.0|0.0|ARE|0|0|
23770|AR_6801|232|QUEBRACHITO|QUEBRACHITO|QUEBRACHITO|0.0|0.0|ARE|0|0|
23771|AR_6802|232|QUINTAS AL SUD|QUINTAS AL SUD|QUINTAS AL SUD|0.0|0.0|ARE|0|0|
23772|AR_6803|232|QUINTO CUARTEL VICTORIA|QUINTO CUARTEL VICTORIA|QUINTO CUARTEL VICTORIA|0.0|0.0|ARE|0|0|
23773|AR_6804|232|QUINTO DISTRITO|QUINTO DISTRITO|QUINTO DISTRITO|0.0|0.0|ARE|0|0|
23774|AR_6805|232|RACHEL|RACHEL|RACHEL|0.0|0.0|ARE|0|0|
23775|AR_6806|232|RAICES AL ESTE|RAICES AL ESTE|RAICES AL ESTE|0.0|0.0|ARE|0|0|
23776|AR_6807|232|RAICES AL NORTE|RAICES AL NORTE|RAICES AL NORTE|0.0|0.0|ARE|0|0|
23777|AR_6808|232|RAICES OESTE|RAICES OESTE|RAICES OESTE|0.0|0.0|ARE|0|0|
23778|AR_6809|232|RAMON A PARERA|RAMON A PARERA|RAMON A PARERA|0.0|0.0|ARE|0|0|
23779|AR_6810|232|RINCON DE CINTO|RINCON DE CINTO|RINCON DE CINTO|0.0|0.0|ARE|0|0|
23780|AR_6811|232|RINCON DE LAS GUACHAS|RINCON DE LAS GUACHAS|RINCON DE LAS GUACHAS|0.0|0.0|ARE|0|0|
23781|AR_6812|232|RINCON DE MOJONES|RINCON DE MOJONES|RINCON DE MOJONES|0.0|0.0|ARE|0|0|
23782|AR_6813|232|RINCON DE NOGOYA|RINCON DE NOGOYA|RINCON DE NOGOYA|0.0|0.0|ARE|0|0|
23783|AR_6814|232|RINCON DEL DOLL|RINCON DEL DOLL|RINCON DEL DOLL|0.0|0.0|ARE|0|0|
23784|AR_6815|232|RINCON DEL GATO|RINCON DEL GATO|RINCON DEL GATO|0.0|0.0|ARE|0|0|
23785|AR_6816|232|RINCON DEL NOGOYA SUR|RINCON DEL NOGOYA SUR|RINCON DEL NOGOYA SUR|0.0|0.0|ARE|0|0|
23786|AR_6817|232|RINCON LUCAS NORTE|RINCON LUCAS NORTE|RINCON LUCAS NORTE|0.0|0.0|ARE|0|0|
23787|AR_6818|232|RINCON LUCAS SUD|RINCON LUCAS SUD|RINCON LUCAS SUD|0.0|0.0|ARE|0|0|
23788|AR_6819|232|RIO ALFEREZ NELSON PAGE|RIO ALFEREZ NELSON PAGE|RIO ALFEREZ NELSON PAGE|0.0|0.0|ARE|0|0|
23789|AR_6820|232|RIO CEIBO|RIO CEIBO|RIO CEIBO|0.0|0.0|ARE|0|0|
23790|AR_6821|232|RIO PARANA GUAZU|RIO PARANA GUAZU|RIO PARANA GUAZU|0.0|0.0|ARE|0|0|
23791|AR_6822|232|RIO SAUCE|RIO SAUCE|RIO SAUCE|0.0|0.0|ARE|0|0|
23792|AR_6823|232|RIO TALAVERA|RIO TALAVERA|RIO TALAVERA|0.0|0.0|ARE|0|0|
23793|AR_6824|232|RIVAS|RIVAS|RIVAS|0.0|0.0|ARE|0|0|
23794|AR_6825|232|ROCAMORA|ROCAMORA|ROCAMORA|0.0|0.0|ARE|0|0|
23795|AR_6826|232|ROSARIO DEL TALA|ROSARIO DEL TALA|ROSARIO DEL TALA|0.0|0.0|ARE|0|0|
23796|AR_6827|232|ROSPINA|ROSPINA|ROSPINA|0.0|0.0|ARE|0|0|
23797|AR_6828|232|RUTA 14 KM 443|RUTA 14 KM 443|RUTA 14 KM 443|0.0|0.0|ARE|0|0|
23798|AR_6829|232|SAGASTUME|SAGASTUME|SAGASTUME|0.0|0.0|ARE|0|0|
23799|AR_6830|232|SALADERO ALZUA|SALADERO ALZUA|SALADERO ALZUA|0.0|0.0|ARE|0|0|
23800|AR_6831|232|SALADERO CONCORDIA|SALADERO CONCORDIA|SALADERO CONCORDIA|0.0|0.0|ARE|0|0|
23801|AR_6832|232|SALADERO SAN JOSE|SALADERO SAN JOSE|SALADERO SAN JOSE|0.0|0.0|ARE|0|0|
23802|AR_6833|232|SAN ANSELMO|SAN ANSELMO|SAN ANSELMO|0.0|0.0|ARE|0|0|
23803|AR_6834|232|SAN CIPRIANO|SAN CIPRIANO|SAN CIPRIANO|0.0|0.0|ARE|0|0|
23804|AR_6835|232|SAN JAIME|SAN JAIME|SAN JAIME|0.0|0.0|ARE|0|0|
23805|AR_6836|232|SAN JAIME DE LA FRONTERA|SAN JAIME DE LA FRONTERA|SAN JAIME DE LA FRONTERA|0.0|0.0|ARE|0|0|
23806|AR_6837|232|SAN JOSE DE FELICIANO|SAN JOSE DE FELICIANO|SAN JOSE DE FELICIANO|0.0|0.0|ARE|0|0|
23807|AR_6838|232|SAN JUAN LA QUERENCIA|SAN JUAN LA QUERENCIA|SAN JUAN LA QUERENCIA|0.0|0.0|ARE|0|0|
23808|AR_6839|232|SAN LUIS SAN JOSE FELICIANO|SAN LUIS SAN JOSE FELICIANO|SAN LUIS SAN JOSE FELICIANO|0.0|0.0|ARE|0|0|
23809|AR_6840|232|SAN MIGUEL NRO 2|SAN MIGUEL NRO 2|SAN MIGUEL NRO 2|0.0|0.0|ARE|0|0|
23810|AR_6841|232|SAN RAMIREZ|SAN RAMIREZ|SAN RAMIREZ|0.0|0.0|ARE|0|0|
23811|AR_6842|232|SAN VICTOR|SAN VICTOR|SAN VICTOR|0.0|0.0|ARE|0|0|
23812|AR_6843|232|SANATORIO ADVENTISTA DEL PLATA|SANATORIO ADVENTISTA DEL PLATA|SANATORIO ADVENTISTA DEL PLATA|0.0|0.0|ARE|0|0|
23813|AR_6844|232|SANATORIO APEADERO FCGU|SANATORIO APEADERO FCGU|SANATORIO APEADERO FCGU|0.0|0.0|ARE|0|0|
23814|AR_6845|232|SANTA ANITA|SANTA ANITA|SANTA ANITA|0.0|0.0|ARE|0|0|
23815|AR_6846|232|SANTA SARA|SANTA SARA|SANTA SARA|0.0|0.0|ARE|0|0|
23816|AR_6847|232|SARANDI CORA|SARANDI CORA|SARANDI CORA|0.0|0.0|ARE|0|0|
23817|AR_6848|232|SAUCE DE LUNA|SAUCE DE LUNA|SAUCE DE LUNA|0.0|0.0|ARE|0|0|
23818|AR_6849|232|SAUCE MONTRULL|SAUCE MONTRULL|SAUCE MONTRULL|0.0|0.0|ARE|0|0|
23819|AR_6850|232|SAUCE NORTE|SAUCE NORTE|SAUCE NORTE|0.0|0.0|ARE|0|0|
23820|AR_6851|232|SAUCE PINTO|SAUCE PINTO|SAUCE PINTO|0.0|0.0|ARE|0|0|
23821|AR_6852|232|SAUCE RIO|SAUCE RIO|SAUCE RIO|0.0|0.0|ARE|0|0|
23822|AR_6853|232|SAUCE SUD|SAUCE SUD|SAUCE SUD|0.0|0.0|ARE|0|0|
23823|AR_6854|232|SAXTO DISTRITO COLON|SAXTO DISTRITO COLON|SAXTO DISTRITO COLON|0.0|0.0|ARE|0|0|
23824|AR_6855|232|SECCION URQUIZA|SECCION URQUIZA|SECCION URQUIZA|0.0|0.0|ARE|0|0|
23825|AR_6856|232|SEGUI|SEGUI|SEGUI|0.0|0.0|ARE|0|0|
23826|AR_6857|232|SEGUNDA SECCION LUCAS AL SUD|SEGUNDA SECCION LUCAS AL SUD|SEGUNDA SECCION LUCAS AL SUD|0.0|0.0|ARE|0|0|
23827|AR_6858|232|SEGUNDO CUARTEL|SEGUNDO CUARTEL|SEGUNDO CUARTEL|0.0|0.0|ARE|0|0|
23828|AR_6859|232|SEPTIMO DISTRITO|SEPTIMO DISTRITO|SEPTIMO DISTRITO|0.0|0.0|ARE|0|0|
23829|AR_6860|232|SEXTO DISTRITO|SEXTO DISTRITO|SEXTO DISTRITO|0.0|0.0|ARE|0|0|
23830|AR_6861|232|SIR LEONARD|SIR LEONARD|SIR LEONARD|0.0|0.0|ARE|0|0|
23831|AR_6862|232|SOLA|SOLA|SOLA|0.0|0.0|ARE|0|0|
23832|AR_6863|232|SPINDOLA|SPINDOLA|SPINDOLA|0.0|0.0|ARE|0|0|
23833|AR_6864|232|STROBEL|STROBEL|STROBEL|0.0|0.0|ARE|0|0|
23834|AR_6865|232|SUBCENTRAL SANTA MARIA|SUBCENTRAL SANTA MARIA|SUBCENTRAL SANTA MARIA|0.0|0.0|ARE|0|0|
23835|AR_6866|232|SURST|SURST|SURST|0.0|0.0|ARE|0|0|
23836|AR_6867|232|TABLADA NORTE CONCORDIA|TABLADA NORTE CONCORDIA|TABLADA NORTE CONCORDIA|0.0|0.0|ARE|0|0|
23837|AR_6868|232|TABLADA OESTE CONCORDIA|TABLADA OESTE CONCORDIA|TABLADA OESTE CONCORDIA|0.0|0.0|ARE|0|0|
23838|AR_6869|232|TABOSSI|TABOSSI|TABOSSI|0.0|0.0|ARE|0|0|
23839|AR_6870|232|TACUARAS YACARE|TACUARAS YACARE|TACUARAS YACARE|0.0|0.0|ARE|0|0|
23840|AR_6871|232|TALITAS|TALITAS|TALITAS|0.0|0.0|ARE|0|0|
23841|AR_6872|232|TALITAS GUALEGUAYCHU|TALITAS GUALEGUAYCHU|TALITAS GUALEGUAYCHU|0.0|0.0|ARE|0|0|
23842|AR_6873|232|TASES|TASES|TASES|0.0|0.0|ARE|0|0|
23843|AR_6874|232|TEZANOS PINTO|TEZANOS PINTO|TEZANOS PINTO|0.0|0.0|ARE|0|0|
23844|AR_6875|232|TIRO FEDERAL|TIRO FEDERAL|TIRO FEDERAL|0.0|0.0|ARE|0|0|
23845|AR_6876|232|TOMAS ROCAMORA|TOMAS ROCAMORA|TOMAS ROCAMORA|0.0|0.0|ARE|0|0|
23846|AR_6877|232|TRES ALDEAS|TRES ALDEAS|TRES ALDEAS|0.0|0.0|ARE|0|0|
23847|AR_6878|232|TRES LAGUNAS|TRES LAGUNAS|TRES LAGUNAS|0.0|0.0|ARE|0|0|
23848|AR_6879|232|TTE PRIMERO BRIGIO CAINZO|TTE PRIMERO BRIGIO CAINZO|TTE PRIMERO BRIGIO CAINZO|0.0|0.0|ARE|0|0|
23849|AR_6880|232|UBAJAY|UBAJAY|UBAJAY|0.0|0.0|ARE|0|0|
23850|AR_6881|232|URDINARRAIN|URDINARRAIN|URDINARRAIN|0.0|0.0|ARE|0|0|
23851|AR_6882|232|VALLE MARIA|VALLE MARIA|VALLE MARIA|0.0|0.0|ARE|0|0|
23852|AR_6883|232|VIALE|VIALE|VIALE|0.0|0.0|ARE|0|0|
23853|AR_6884|232|VILLA AIDA|VILLA AIDA|VILLA AIDA|0.0|0.0|ARE|0|0|
23854|AR_6885|232|VILLA ANTONY|VILLA ANTONY|VILLA ANTONY|0.0|0.0|ARE|0|0|
23855|AR_6886|232|VILLA BOREILO|VILLA BOREILO|VILLA BOREILO|0.0|0.0|ARE|0|0|
23856|AR_6887|232|VILLA CLARA|VILLA CLARA|VILLA CLARA|0.0|0.0|ARE|0|0|
23857|AR_6888|232|VILLA DEL CERRO|VILLA DEL CERRO|VILLA DEL CERRO|0.0|0.0|ARE|0|0|
23858|AR_6889|232|VILLA DOMINGUEZ|VILLA DOMINGUEZ|VILLA DOMINGUEZ|0.0|0.0|ARE|0|0|
23859|AR_6890|232|VILLA ELEONORA|VILLA ELEONORA|VILLA ELEONORA|0.0|0.0|ARE|0|0|
23860|AR_6891|232|VILLA FAUSTINO M PARERA|VILLA FAUSTINO M PARERA|VILLA FAUSTINO M PARERA|0.0|0.0|ARE|0|0|
